Kernel,Filesize,Blocksize,Round,Write,Read
4.10.17-041017-generic,524288,512,1,14000000,22200000
4.10.17-041017-generic,524288,512,2,20900000,17700000
4.10.17-041017-generic,524288,512,3,18400000,18200000
4.10.17-041017-generic,524288,512,4,20100000,21600000
4.10.17-041017-generic,524288,512,5,20100000,37300000
4.10.17-041017-generic,524288,512,6,17800000,21000000
4.10.17-041017-generic,524288,512,7,20000000,39300000
4.10.17-041017-generic,524288,512,8,17000000,21500000
4.10.17-041017-generic,524288,512,9,18900000,17900000
4.10.17-041017-generic,524288,512,10,16600000,23100000
4.10.17-041017-generic,524288,512,11,13600000,21800000
4.10.17-041017-generic,524288,512,12,19500000,23300000
4.10.17-041017-generic,524288,512,13,14600000,23300000
4.10.17-041017-generic,524288,512,14,14300000,27600000
4.10.17-041017-generic,524288,512,15,18300000,24600000
4.10.17-041017-generic,524288,512,16,17100000,22900000
4.10.17-041017-generic,524288,512,17,13500000,18100000
4.10.17-041017-generic,524288,512,18,14200000,32400001
4.10.17-041017-generic,524288,512,19,13600000,22800000
4.10.17-041017-generic,524288,512,20,17000000,20000000
4.10.17-041017-generic,524288,512,21,19400000,27500000
4.10.17-041017-generic,524288,512,22,19000000,15400000
4.10.17-041017-generic,524288,512,23,14400000,34400000
4.10.17-041017-generic,524288,512,24,19800000,24900000
4.10.17-041017-generic,524288,512,25,13900000,20700000
4.10.17-041017-generic,524288,512,26,14100000,20800000
4.10.17-041017-generic,524288,512,27,20900000,19200000
4.10.17-041017-generic,524288,512,28,17500000,18900000
4.10.17-041017-generic,524288,512,29,20300000,16900000
4.10.17-041017-generic,524288,512,30,19800000,28400000
4.10.17-041017-generic,524288,512,31,20500000,19000000
4.10.17-041017-generic,524288,512,32,18100000,19100000
4.10.17-041017-generic,524288,512,33,14300000,18100000
4.10.17-041017-generic,524288,512,34,19100000,22000000
4.10.17-041017-generic,524288,512,35,15500000,21000000
4.10.17-041017-generic,524288,512,36,20400000,18600000
4.10.17-041017-generic,524288,512,37,19100000,40000000
4.10.17-041017-generic,524288,512,38,20100000,28400000
4.10.17-041017-generic,524288,512,39,14600000,19200000
4.10.17-041017-generic,524288,512,40,15100000,22000000
4.10.17-041017-generic,524288,512,41,19600000,20100000
4.10.17-041017-generic,524288,512,42,12200000,21800000
4.10.17-041017-generic,524288,512,43,13700000,21600000
4.10.17-041017-generic,524288,512,44,13600000,16300000
4.10.17-041017-generic,524288,512,45,15300000,24300000
4.10.17-041017-generic,524288,512,46,15500000,23800000
4.10.17-041017-generic,524288,512,47,14300000,23700000
4.10.17-041017-generic,524288,512,48,14500000,17100000
4.10.17-041017-generic,524288,512,49,15300000,36200000
4.10.17-041017-generic,524288,512,50,18200000,17100000
4.10.17-041017-generic,524288,512,51,20900000,17400000
4.10.17-041017-generic,524288,512,52,16400000,20000000
4.10.17-041017-generic,524288,512,53,20000000,17300000
4.10.17-041017-generic,524288,512,54,13800000,24200000
4.10.17-041017-generic,524288,512,55,14000000,21400000
4.10.17-041017-generic,524288,512,56,15200000,22800000
4.10.17-041017-generic,524288,512,57,14000000,22500000
4.10.17-041017-generic,524288,512,58,13000000,19200000
4.10.17-041017-generic,524288,512,59,15200000,35000000
4.10.17-041017-generic,524288,512,60,12700000,21700000
4.10.17-041017-generic,524288,512,61,20800000,16300000
4.10.17-041017-generic,524288,512,62,12700000,22300000
4.10.17-041017-generic,524288,512,63,18800000,17000000
4.10.17-041017-generic,524288,512,64,17900000,18100000
4.10.17-041017-generic,524288,512,65,14600000,21000000
4.10.17-041017-generic,524288,512,66,19800000,21100000
4.10.17-041017-generic,524288,512,67,13800000,21300000
4.10.17-041017-generic,524288,512,68,18800000,19100000
4.10.17-041017-generic,524288,512,69,13100000,23400000
4.10.17-041017-generic,524288,512,70,18000000,22200000
4.10.17-041017-generic,524288,512,71,21300000,18500000
4.10.17-041017-generic,524288,512,72,15000000,21700000
4.10.17-041017-generic,524288,512,73,19700000,23600000
4.10.17-041017-generic,524288,512,74,20700000,21900000
4.10.17-041017-generic,524288,512,75,14200000,29200000
4.10.17-041017-generic,524288,512,76,16000000,22000000
4.10.17-041017-generic,524288,512,77,15300000,21100000
4.10.17-041017-generic,524288,512,78,20200000,23700000
4.10.17-041017-generic,524288,512,79,19400000,21300000
4.10.17-041017-generic,524288,512,80,18500000,18600000
4.10.17-041017-generic,524288,512,81,16100000,19400000
4.10.17-041017-generic,524288,512,82,21000000,23100000
4.10.17-041017-generic,524288,512,83,17400000,24700000
4.10.17-041017-generic,524288,512,84,19400000,19300000
4.10.17-041017-generic,524288,512,85,12300000,20100000
4.10.17-041017-generic,524288,512,86,19600000,18100000
4.10.17-041017-generic,524288,512,87,13300000,24900000
4.10.17-041017-generic,524288,512,88,20600000,17900000
4.10.17-041017-generic,524288,512,89,13800000,22400000
4.10.17-041017-generic,524288,512,90,21100000,28100000
4.10.17-041017-generic,524288,512,91,14000000,25200000
4.10.17-041017-generic,524288,512,92,14500000,19700000
4.10.17-041017-generic,524288,512,93,14000000,23100000
4.10.17-041017-generic,524288,512,94,15500000,21600000
4.10.17-041017-generic,524288,512,95,18800000,20200000
4.10.17-041017-generic,524288,512,96,14400000,21900000
4.10.17-041017-generic,524288,512,97,19800000,25800000
4.10.17-041017-generic,524288,512,98,19600000,21000000
4.10.17-041017-generic,524288,512,99,13500000,24300000
4.10.17-041017-generic,524288,512,100,18700000,22300000
4.10.17-041017-generic,524288,2048,1,14900000,29800000
4.10.17-041017-generic,524288,2048,2,15500000,23600000
4.10.17-041017-generic,524288,2048,3,19400000,14900000
4.10.17-041017-generic,524288,2048,4,15600000,19400000
4.10.17-041017-generic,524288,2048,5,14400000,21400000
4.10.17-041017-generic,524288,2048,6,20300000,15800000
4.10.17-041017-generic,524288,2048,7,14300000,22300000
4.10.17-041017-generic,524288,2048,8,21500000,19800000
4.10.17-041017-generic,524288,2048,9,12800000,24500000
4.10.17-041017-generic,524288,2048,10,15200000,22300000
4.10.17-041017-generic,524288,2048,11,19500000,20800000
4.10.17-041017-generic,524288,2048,12,20600000,13100000
4.10.17-041017-generic,524288,2048,13,16200001,28400000
4.10.17-041017-generic,524288,2048,14,21700000,32400001
4.10.17-041017-generic,524288,2048,15,17200000,33500000
4.10.17-041017-generic,524288,2048,16,19200000,33100000
4.10.17-041017-generic,524288,2048,17,21400000,23700000
4.10.17-041017-generic,524288,2048,18,14300000,24000000
4.10.17-041017-generic,524288,2048,19,13200000,24400000
4.10.17-041017-generic,524288,2048,20,27400000,21100000
4.10.17-041017-generic,524288,2048,21,21200000,19400000
4.10.17-041017-generic,524288,2048,22,13800000,25600000
4.10.17-041017-generic,524288,2048,23,18100000,22100000
4.10.17-041017-generic,524288,2048,24,14100000,22200000
4.10.17-041017-generic,524288,2048,25,15400000,29500000
4.10.17-041017-generic,524288,2048,26,18600000,20100000
4.10.17-041017-generic,524288,2048,27,16800000,22200000
4.10.17-041017-generic,524288,2048,28,13400000,28600000
4.10.17-041017-generic,524288,2048,29,14900000,18500000
4.10.17-041017-generic,524288,2048,30,16800000,17600000
4.10.17-041017-generic,524288,2048,31,14000000,22400000
4.10.17-041017-generic,524288,2048,32,15900000,26100000
4.10.17-041017-generic,524288,2048,33,19100000,15400000
4.10.17-041017-generic,524288,2048,34,20400000,21500000
4.10.17-041017-generic,524288,2048,35,17800000,23000000
4.10.17-041017-generic,524288,2048,36,18200000,18600000
4.10.17-041017-generic,524288,2048,37,19300000,38800000
4.10.17-041017-generic,524288,2048,38,14400000,20400000
4.10.17-041017-generic,524288,2048,39,14400000,17700000
4.10.17-041017-generic,524288,2048,40,17000000,22300000
4.10.17-041017-generic,524288,2048,41,17400000,14500000
4.10.17-041017-generic,524288,2048,42,16200001,36600000
4.10.17-041017-generic,524288,2048,43,19300000,21600000
4.10.17-041017-generic,524288,2048,44,17600000,27300000
4.10.17-041017-generic,524288,2048,45,18900000,21700000
4.10.17-041017-generic,524288,2048,46,14900000,25800000
4.10.17-041017-generic,524288,2048,47,21400000,24900000
4.10.17-041017-generic,524288,2048,48,15400000,23000000
4.10.17-041017-generic,524288,2048,49,12800000,23900000
4.10.17-041017-generic,524288,2048,50,17500000,15400000
4.10.17-041017-generic,524288,2048,51,14000000,20000000
4.10.17-041017-generic,524288,2048,52,13400000,28200000
4.10.17-041017-generic,524288,2048,53,13800000,21200000
4.10.17-041017-generic,524288,2048,54,14400000,22500000
4.10.17-041017-generic,524288,2048,55,15500000,20400000
4.10.17-041017-generic,524288,2048,56,20400000,20900000
4.10.17-041017-generic,524288,2048,57,20800000,25300000
4.10.17-041017-generic,524288,2048,58,20500000,20300000
4.10.17-041017-generic,524288,2048,59,15100000,20300000
4.10.17-041017-generic,524288,2048,60,16600000,18800000
4.10.17-041017-generic,524288,2048,61,15600000,16400000
4.10.17-041017-generic,524288,2048,62,14600000,20600000
4.10.17-041017-generic,524288,2048,63,20300000,19700000
4.10.17-041017-generic,524288,2048,64,20200000,20300000
4.10.17-041017-generic,524288,2048,65,14600000,23000000
4.10.17-041017-generic,524288,2048,66,17400000,20300000
4.10.17-041017-generic,524288,2048,67,17900000,23200000
4.10.17-041017-generic,524288,2048,68,20100000,18100000
4.10.17-041017-generic,524288,2048,69,18100000,34300000
4.10.17-041017-generic,524288,2048,70,16000000,24200000
4.10.17-041017-generic,524288,2048,71,18600000,15700000
4.10.17-041017-generic,524288,2048,72,21000000,21300000
4.10.17-041017-generic,524288,2048,73,18900000,22300000
4.10.17-041017-generic,524288,2048,74,17100000,24800000
4.10.17-041017-generic,524288,2048,75,23800000,19000000
4.10.17-041017-generic,524288,2048,76,19700000,26200000
4.10.17-041017-generic,524288,2048,77,19200000,24100000
4.10.17-041017-generic,524288,2048,78,15200000,20900000
4.10.17-041017-generic,524288,2048,79,17100000,29600000
4.10.17-041017-generic,524288,2048,80,13900000,14200000
4.10.17-041017-generic,524288,2048,81,18600000,20100000
4.10.17-041017-generic,524288,2048,82,19800000,19800000
4.10.17-041017-generic,524288,2048,83,20900000,17100000
4.10.17-041017-generic,524288,2048,84,21200000,18800000
4.10.17-041017-generic,524288,2048,85,22200000,37700000
4.10.17-041017-generic,524288,2048,86,17700000,21100000
4.10.17-041017-generic,524288,2048,87,20300000,20100000
4.10.17-041017-generic,524288,2048,88,14400000,23600000
4.10.17-041017-generic,524288,2048,89,17600000,18200000
4.10.17-041017-generic,524288,2048,90,13900000,23200000
4.10.17-041017-generic,524288,2048,91,16800000,21600000
4.10.17-041017-generic,524288,2048,92,15200000,21400000
4.10.17-041017-generic,524288,2048,93,21300000,23300000
4.10.17-041017-generic,524288,2048,94,20200000,24100000
4.10.17-041017-generic,524288,2048,95,20200000,17900000
4.10.17-041017-generic,524288,2048,96,19100000,24400000
4.10.17-041017-generic,524288,2048,97,14500000,20600000
4.10.17-041017-generic,524288,2048,98,19600000,24100000
4.10.17-041017-generic,524288,2048,99,14900000,25200000
4.10.17-041017-generic,524288,2048,100,16600000,19100000
4.10.17-041017-generic,524288,8192,1,14600000,19200000
4.10.17-041017-generic,524288,8192,2,18300000,23400000
4.10.17-041017-generic,524288,8192,3,15600000,21400000
4.10.17-041017-generic,524288,8192,4,14900000,32200000
4.10.17-041017-generic,524288,8192,5,20000000,16900000
4.10.17-041017-generic,524288,8192,6,19000000,21600000
4.10.17-041017-generic,524288,8192,7,14600000,19800000
4.10.17-041017-generic,524288,8192,8,10200000,23800000
4.10.17-041017-generic,524288,8192,9,18700000,29100000
4.10.17-041017-generic,524288,8192,10,17600000,20200000
4.10.17-041017-generic,524288,8192,11,18500000,23900000
4.10.17-041017-generic,524288,8192,12,17900000,21200000
4.10.17-041017-generic,524288,8192,13,17100000,25000000
4.10.17-041017-generic,524288,8192,14,20500000,17200000
4.10.17-041017-generic,524288,8192,15,19500000,25000000
4.10.17-041017-generic,524288,8192,16,19300000,18200000
4.10.17-041017-generic,524288,8192,17,18500000,20300000
4.10.17-041017-generic,524288,8192,18,20400000,22200000
4.10.17-041017-generic,524288,8192,19,18200000,21600000
4.10.17-041017-generic,524288,8192,20,19500000,25500000
4.10.17-041017-generic,524288,8192,21,17700000,26300000
4.10.17-041017-generic,524288,8192,22,15100000,19600000
4.10.17-041017-generic,524288,8192,23,18100000,25000000
4.10.17-041017-generic,524288,8192,24,12900000,21800000
4.10.17-041017-generic,524288,8192,25,19600000,21300000
4.10.17-041017-generic,524288,8192,26,14000000,25400000
4.10.17-041017-generic,524288,8192,27,18300000,36600000
4.10.17-041017-generic,524288,8192,28,14400000,20900000
4.10.17-041017-generic,524288,8192,29,14500000,19700000
4.10.17-041017-generic,524288,8192,30,14500000,21700000
4.10.17-041017-generic,524288,8192,31,19800000,16900000
4.10.17-041017-generic,524288,8192,32,22100000,30300000
4.10.17-041017-generic,524288,8192,33,16000000,22400000
4.10.17-041017-generic,524288,8192,34,20900000,20100000
4.10.17-041017-generic,524288,8192,35,16800000,23000000
4.10.17-041017-generic,524288,8192,36,17400000,36800000
4.10.17-041017-generic,524288,8192,37,19800000,22000000
4.10.17-041017-generic,524288,8192,38,15400000,36900000
4.10.17-041017-generic,524288,8192,39,19200000,23100000
4.10.17-041017-generic,524288,8192,40,16900000,24500000
4.10.17-041017-generic,524288,8192,41,14900000,22100000
4.10.17-041017-generic,524288,8192,42,14300000,24900000
4.10.17-041017-generic,524288,8192,43,20600000,19300000
4.10.17-041017-generic,524288,8192,44,12900000,21200000
4.10.17-041017-generic,524288,8192,45,19400000,31900000
4.10.17-041017-generic,524288,8192,46,14100000,22800000
4.10.17-041017-generic,524288,8192,47,19900000,25000000
4.10.17-041017-generic,524288,8192,48,14500000,20800000
4.10.17-041017-generic,524288,8192,49,15300000,35300000
4.10.17-041017-generic,524288,8192,50,20300000,22400000
4.10.17-041017-generic,524288,8192,51,20800000,18800000
4.10.17-041017-generic,524288,8192,52,14400000,19400000
4.10.17-041017-generic,524288,8192,53,16900000,21900000
4.10.17-041017-generic,524288,8192,54,13900000,34000000
4.10.17-041017-generic,524288,8192,55,18600000,23400000
4.10.17-041017-generic,524288,8192,56,18700000,29000000
4.10.17-041017-generic,524288,8192,57,19000000,30700000
4.10.17-041017-generic,524288,8192,58,16200001,19300000
4.10.17-041017-generic,524288,8192,59,12000000,20100000
4.10.17-041017-generic,524288,8192,60,15800000,24500000
4.10.17-041017-generic,524288,8192,61,21200000,19800000
4.10.17-041017-generic,524288,8192,62,18600000,37100000
4.10.17-041017-generic,524288,8192,63,14800000,30000000
4.10.17-041017-generic,524288,8192,64,19800000,22600000
4.10.17-041017-generic,524288,8192,65,14400000,20900000
4.10.17-041017-generic,524288,8192,66,14700000,24900000
4.10.17-041017-generic,524288,8192,67,15600000,19800000
4.10.17-041017-generic,524288,8192,68,21300000,21300000
4.10.17-041017-generic,524288,8192,69,15400000,21600000
4.10.17-041017-generic,524288,8192,70,14800000,18000000
4.10.17-041017-generic,524288,8192,71,14500000,24500000
4.10.17-041017-generic,524288,8192,72,16900000,22300000
4.10.17-041017-generic,524288,8192,73,14500000,22400000
4.10.17-041017-generic,524288,8192,74,17400000,24700000
4.10.17-041017-generic,524288,8192,75,20000000,22300000
4.10.17-041017-generic,524288,8192,76,17800000,19300000
4.10.17-041017-generic,524288,8192,77,19500000,21500000
4.10.17-041017-generic,524288,8192,78,15100000,22500000
4.10.17-041017-generic,524288,8192,79,16500000,23500000
4.10.17-041017-generic,524288,8192,80,21100000,17000000
4.10.17-041017-generic,524288,8192,81,17800000,24800000
4.10.17-041017-generic,524288,8192,82,19400000,19500000
4.10.17-041017-generic,524288,8192,83,17900000,27700000
4.10.17-041017-generic,524288,8192,84,26500000,26700000
4.10.17-041017-generic,524288,8192,85,15300000,19600000
4.10.17-041017-generic,524288,8192,86,14100000,24500000
4.10.17-041017-generic,524288,8192,87,14500000,25100000
4.10.17-041017-generic,524288,8192,88,18600000,19300000
4.10.17-041017-generic,524288,8192,89,20300000,23900000
4.10.17-041017-generic,524288,8192,90,17900000,23800000
4.10.17-041017-generic,524288,8192,91,14500000,20900000
4.10.17-041017-generic,524288,8192,92,18700000,21300000
4.10.17-041017-generic,524288,8192,93,19700000,21500000
4.10.17-041017-generic,524288,8192,94,18300000,22800000
4.10.17-041017-generic,524288,8192,95,14600000,15800000
4.10.17-041017-generic,524288,8192,96,14900000,22100000
4.10.17-041017-generic,524288,8192,97,16900000,26300000
4.10.17-041017-generic,524288,8192,98,18800000,23700000
4.10.17-041017-generic,524288,8192,99,19500000,20500000
4.10.17-041017-generic,524288,8192,100,14700000,21600000
4.10.17-041017-generic,524288,32768,1,18600000,24900000
4.10.17-041017-generic,524288,32768,2,21500000,20900000
4.10.17-041017-generic,524288,32768,3,19600000,22900000
4.10.17-041017-generic,524288,32768,4,19600000,29900000
4.10.17-041017-generic,524288,32768,5,19800000,24000000
4.10.17-041017-generic,524288,32768,6,14900000,29900000
4.10.17-041017-generic,524288,32768,7,14600000,22900000
4.10.17-041017-generic,524288,32768,8,14700000,29300000
4.10.17-041017-generic,524288,32768,9,14400000,19000000
4.10.17-041017-generic,524288,32768,10,19700000,21200000
4.10.17-041017-generic,524288,32768,11,13700000,20000000
4.10.17-041017-generic,524288,32768,12,20100000,18800000
4.10.17-041017-generic,524288,32768,13,17700000,23500000
4.10.17-041017-generic,524288,32768,14,14800000,21100000
4.10.17-041017-generic,524288,32768,15,11000000,24600000
4.10.17-041017-generic,524288,32768,16,14000000,18100000
4.10.17-041017-generic,524288,32768,17,19700000,23100000
4.10.17-041017-generic,524288,32768,18,19500000,24300000
4.10.17-041017-generic,524288,32768,19,19500000,19500000
4.10.17-041017-generic,524288,32768,20,16700001,26300000
4.10.17-041017-generic,524288,32768,21,19800000,32300000
4.10.17-041017-generic,524288,32768,22,14200000,25100000
4.10.17-041017-generic,524288,32768,23,17900000,21600000
4.10.17-041017-generic,524288,32768,24,14700000,24300000
4.10.17-041017-generic,524288,32768,25,17100000,24800000
4.10.17-041017-generic,524288,32768,26,19800000,18600000
4.10.17-041017-generic,524288,32768,27,17200000,26900000
4.10.17-041017-generic,524288,32768,28,15600000,20300000
4.10.17-041017-generic,524288,32768,29,15500000,19200000
4.10.17-041017-generic,524288,32768,30,18400000,22600000
4.10.17-041017-generic,524288,32768,31,19500000,22400000
4.10.17-041017-generic,524288,32768,32,13500000,32100000
4.10.17-041017-generic,524288,32768,33,18500000,21900000
4.10.17-041017-generic,524288,32768,34,14700000,23100000
4.10.17-041017-generic,524288,32768,35,17200000,24100000
4.10.17-041017-generic,524288,32768,36,17600000,23900000
4.10.17-041017-generic,524288,32768,37,14900000,25300000
4.10.17-041017-generic,524288,32768,38,17300000,25400000
4.10.17-041017-generic,524288,32768,39,18300000,26700000
4.10.17-041017-generic,524288,32768,40,15700000,36700000
4.10.17-041017-generic,524288,32768,41,14300000,20200000
4.10.17-041017-generic,524288,32768,42,18200000,22600000
4.10.17-041017-generic,524288,32768,43,13900000,19000000
4.10.17-041017-generic,524288,32768,44,14300000,20800000
4.10.17-041017-generic,524288,32768,45,14900000,30500000
4.10.17-041017-generic,524288,32768,46,16600000,24800000
4.10.17-041017-generic,524288,32768,47,14200000,20200000
4.10.17-041017-generic,524288,32768,48,15600000,18400000
4.10.17-041017-generic,524288,32768,49,16900000,25300000
4.10.17-041017-generic,524288,32768,50,15000000,18300000
4.10.17-041017-generic,524288,32768,51,18200000,20300000
4.10.17-041017-generic,524288,32768,52,18800000,24500000
4.10.17-041017-generic,524288,32768,53,14700000,13500000
4.10.17-041017-generic,524288,32768,54,19400000,23600000
4.10.17-041017-generic,524288,32768,55,16200001,19800000
4.10.17-041017-generic,524288,32768,56,16400000,27600000
4.10.17-041017-generic,524288,32768,57,21200000,36000000
4.10.17-041017-generic,524288,32768,58,18900000,23600000
4.10.17-041017-generic,524288,32768,59,14400000,23600000
4.10.17-041017-generic,524288,32768,60,18200000,17000000
4.10.17-041017-generic,524288,32768,61,17200000,19600000
4.10.17-041017-generic,524288,32768,62,15100000,20900000
4.10.17-041017-generic,524288,32768,63,16400000,22200000
4.10.17-041017-generic,524288,32768,64,19200000,21800000
4.10.17-041017-generic,524288,32768,65,20400000,23500000
4.10.17-041017-generic,524288,32768,66,22800000,24300000
4.10.17-041017-generic,524288,32768,67,12200000,17000000
4.10.17-041017-generic,524288,32768,68,20400000,23000000
4.10.17-041017-generic,524288,32768,69,14900000,26000000
4.10.17-041017-generic,524288,32768,70,19200000,24200000
4.10.17-041017-generic,524288,32768,71,19900000,27500000
4.10.17-041017-generic,524288,32768,72,20400000,24800000
4.10.17-041017-generic,524288,32768,73,13600000,16600000
4.10.17-041017-generic,524288,32768,74,18100000,22200000
4.10.17-041017-generic,524288,32768,75,14000000,19100000
4.10.17-041017-generic,524288,32768,76,18300000,23200000
4.10.17-041017-generic,524288,32768,77,18000000,22600000
4.10.17-041017-generic,524288,32768,78,20300000,22500000
4.10.17-041017-generic,524288,32768,79,16300000,22400000
4.10.17-041017-generic,524288,32768,80,14700000,26600000
4.10.17-041017-generic,524288,32768,81,20900000,21800000
4.10.17-041017-generic,524288,32768,82,14300000,18900000
4.10.17-041017-generic,524288,32768,83,15400000,17000000
4.10.17-041017-generic,524288,32768,84,15900000,31200000
4.10.17-041017-generic,524288,32768,85,20000000,25500000
4.10.17-041017-generic,524288,32768,86,12800000,35700000
4.10.17-041017-generic,524288,32768,87,17200000,22700000
4.10.17-041017-generic,524288,32768,88,16900000,22400000
4.10.17-041017-generic,524288,32768,89,14700000,19400000
4.10.17-041017-generic,524288,32768,90,16100000,20400000
4.10.17-041017-generic,524288,32768,91,15400000,17700000
4.10.17-041017-generic,524288,32768,92,15800000,25500000
4.10.17-041017-generic,524288,32768,93,17600000,35100000
4.10.17-041017-generic,524288,32768,94,20200000,22700000
4.10.17-041017-generic,524288,32768,95,12900000,19900000
4.10.17-041017-generic,524288,32768,96,15000000,17900000
4.10.17-041017-generic,524288,32768,97,15700000,22900000
4.10.17-041017-generic,524288,32768,98,15300000,19300000
4.10.17-041017-generic,524288,32768,99,21300000,19700000
4.10.17-041017-generic,524288,32768,100,16600000,24100000
4.10.17-041017-generic,524288,131072,1,14800000,18700000
4.10.17-041017-generic,524288,131072,2,14100000,19000000
4.10.17-041017-generic,524288,131072,3,16800000,19500000
4.10.17-041017-generic,524288,131072,4,14500000,22300000
4.10.17-041017-generic,524288,131072,5,13500000,16500000
4.10.17-041017-generic,524288,131072,6,14800000,22200000
4.10.17-041017-generic,524288,131072,7,13500000,21800000
4.10.17-041017-generic,524288,131072,8,21100000,19900000
4.10.17-041017-generic,524288,131072,9,18400000,27500000
4.10.17-041017-generic,524288,131072,10,14400000,22700000
4.10.17-041017-generic,524288,131072,11,18400000,20200000
4.10.17-041017-generic,524288,131072,12,18500000,18500000
4.10.17-041017-generic,524288,131072,13,18700000,25000000
4.10.17-041017-generic,524288,131072,14,20800000,24600000
4.10.17-041017-generic,524288,131072,15,19000000,22800000
4.10.17-041017-generic,524288,131072,16,16800000,33300000
4.10.17-041017-generic,524288,131072,17,20200000,17400000
4.10.17-041017-generic,524288,131072,18,19000000,17700000
4.10.17-041017-generic,524288,131072,19,12000000,19400000
4.10.17-041017-generic,524288,131072,20,20400000,34700000
4.10.17-041017-generic,524288,131072,21,23100000,25500000
4.10.17-041017-generic,524288,131072,22,10700000,28800000
4.10.17-041017-generic,524288,131072,23,18800000,31200000
4.10.17-041017-generic,524288,131072,24,17000000,41500000
4.10.17-041017-generic,524288,131072,25,18800000,23100000
4.10.17-041017-generic,524288,131072,26,15300000,18100000
4.10.17-041017-generic,524288,131072,27,20600000,19800000
4.10.17-041017-generic,524288,131072,28,14500000,40900000
4.10.17-041017-generic,524288,131072,29,12900000,7800000
4.10.17-041017-generic,524288,131072,30,15200000,17700000
4.10.17-041017-generic,524288,131072,31,18400000,21600000
4.10.17-041017-generic,524288,131072,32,13600000,21800000
4.10.17-041017-generic,524288,131072,33,16500000,25600000
4.10.17-041017-generic,524288,131072,34,15200000,18300000
4.10.17-041017-generic,524288,131072,35,15600000,15100000
4.10.17-041017-generic,524288,131072,36,14000000,20600000
4.10.17-041017-generic,524288,131072,37,15200000,24500000
4.10.17-041017-generic,524288,131072,38,15300000,18900000
4.10.17-041017-generic,524288,131072,39,21300000,41100000
4.10.17-041017-generic,524288,131072,40,16600000,23200000
4.10.17-041017-generic,524288,131072,41,22100000,33300000
4.10.17-041017-generic,524288,131072,42,14100000,24700000
4.10.17-041017-generic,524288,131072,43,21600000,17700000
4.10.17-041017-generic,524288,131072,44,15800000,24200000
4.10.17-041017-generic,524288,131072,45,16500000,19000000
4.10.17-041017-generic,524288,131072,46,16600000,29100000
4.10.17-041017-generic,524288,131072,47,18500000,34100000
4.10.17-041017-generic,524288,131072,48,19900000,21000000
4.10.17-041017-generic,524288,131072,49,17200000,28000000
4.10.17-041017-generic,524288,131072,50,19700000,21700000
4.10.17-041017-generic,524288,131072,51,20000000,23100000
4.10.17-041017-generic,524288,131072,52,13400000,26200000
4.10.17-041017-generic,524288,131072,53,14000000,19300000
4.10.17-041017-generic,524288,131072,54,13900000,23500000
4.10.17-041017-generic,524288,131072,55,20800000,20200000
4.10.17-041017-generic,524288,131072,56,16100000,22900000
4.10.17-041017-generic,524288,131072,57,15400000,20000000
4.10.17-041017-generic,524288,131072,58,19600000,19800000
4.10.17-041017-generic,524288,131072,59,12400000,25600000
4.10.17-041017-generic,524288,131072,60,20100000,24600000
4.10.17-041017-generic,524288,131072,61,21200000,20600000
4.10.17-041017-generic,524288,131072,62,20900000,18800000
4.10.17-041017-generic,524288,131072,63,17900000,22900000
4.10.17-041017-generic,524288,131072,64,18800000,17400000
4.10.17-041017-generic,524288,131072,65,13800000,21500000
4.10.17-041017-generic,524288,131072,66,18500000,22400000
4.10.17-041017-generic,524288,131072,67,13800000,25000000
4.10.17-041017-generic,524288,131072,68,20100000,21400000
4.10.17-041017-generic,524288,131072,69,18800000,22700000
4.10.17-041017-generic,524288,131072,70,15600000,26000000
4.10.17-041017-generic,524288,131072,71,18200000,25600000
4.10.17-041017-generic,524288,131072,72,15400000,17400000
4.10.17-041017-generic,524288,131072,73,18200000,19100000
4.10.17-041017-generic,524288,131072,74,14500000,25700000
4.10.17-041017-generic,524288,131072,75,15000000,21300000
4.10.17-041017-generic,524288,131072,76,15700000,34000000
4.10.17-041017-generic,524288,131072,77,16900000,37500000
4.10.17-041017-generic,524288,131072,78,18700000,14100000
4.10.17-041017-generic,524288,131072,79,15000000,22900000
4.10.17-041017-generic,524288,131072,80,14300000,32500000
4.10.17-041017-generic,524288,131072,81,19400000,17500000
4.10.17-041017-generic,524288,131072,82,14300000,21900000
4.10.17-041017-generic,524288,131072,83,19800000,19200000
4.10.17-041017-generic,524288,131072,84,20700000,26500000
4.10.17-041017-generic,524288,131072,85,15000000,22400000
4.10.17-041017-generic,524288,131072,86,16000000,22600000
4.10.17-041017-generic,524288,131072,87,21700000,19000000
4.10.17-041017-generic,524288,131072,88,18300000,31600000
4.10.17-041017-generic,524288,131072,89,17500000,23800000
4.10.17-041017-generic,524288,131072,90,19300000,20000000
4.10.17-041017-generic,524288,131072,91,13900000,36800000
4.10.17-041017-generic,524288,131072,92,19900000,22400000
4.10.17-041017-generic,524288,131072,93,16600000,23000000
4.10.17-041017-generic,524288,131072,94,19900000,27900000
4.10.17-041017-generic,524288,131072,95,19000000,22500000
4.10.17-041017-generic,524288,131072,96,17300000,17000000
4.10.17-041017-generic,524288,131072,97,20300000,20800000
4.10.17-041017-generic,524288,131072,98,20600000,31000000
4.10.17-041017-generic,524288,131072,99,18700000,24600000
4.10.17-041017-generic,524288,131072,100,14800000,17200000
